,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
734,735,20,RL,,8978,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,TA,SBrkr,948,0,948,0,1,0,3,TA,6,0,,Attchd,1968.0,Unf,1,300,TA,Y,147,0,0,0,,5,2007,WD,Family,108000
735,736,75,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,Fa,SBrkr,880,888,1768,0,1,1,2,TA,6,2,TA,Detchd,1914.0,Unf,2,320,TA,N,0,341,0,0,,10,2006,WD,Normal,163000
736,737,90,RL,60.0,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,None,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Gd,FuseF,1040,0,1040,0,2,0,2,TA,6,0,,Detchd,1949.0,Unf,2,400,TA,Y,0,0,0,0,,7,2006,WD,Normal,93500
737,738,60,RL,72.0,10463,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,Ex,SBrkr,901,900,1801,0,2,1,3,Gd,8,1,Gd,Attchd,2005.0,Fin,3,800,TA,Y,0,116,0,0,,6,2006,WD,Normal,239900
738,739,90,RL,60.0,10800,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,TA,SBrkr,1200,0,1200,3,3,0,3,TA,5,0,,,,,0,0,,Y,120,0,0,0,,3,2009,WD,Alloca,179000
739,740,60,RL,65.0,9313,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Ex,SBrkr,864,864,1728,0,2,1,3,Gd,7,0,,Attchd,2004.0,RFn,2,572,TA,Y,187,56,0,0,,4,2009,WD,Normal,190000
740,741,70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,Ex,SBrkr,768,664,1432,0,2,0,2,TA,7,0,,Detchd,1910.0,Unf,2,360,TA,Y,270,0,112,0,GdPrv,5,2007,WD,Abnorml,132000
741,742,20,RL,65.0,6768,IR1,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,Gd,SBrkr,912,0,912,1,1,0,3,Gd,5,0,,Detchd,1962.0,Unf,1,288,TA,Y,168,0,0,0,GdPrv,5,2008,WD,Normal,142000
742,743,20,RL,65.0,8450,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,Ex,SBrkr,1349,0,1349,0,2,0,3,TA,6,0,,Attchd,2000.0,Unf,2,539,TA,Y,120,55,0,0,GdPrv,12,2007,WD,Normal,179000
743,744,80,RL,70.0,12886,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,Ex,SBrkr,1464,0,1464,0,2,0,3,TA,6,1,TA,Attchd,1997.0,RFn,2,480,TA,Y,302,0,0,100,,10,2009,WD,Normal,175000
744,745,120,RL,41.0,5395,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gd,SBrkr,1337,0,1337,1,2,0,2,Gd,5,1,TA,Attchd,1993.0,RFn,2,462,TA,Y,96,0,70,0,,10,2008,WD,Normal,180000
745,746,60,RL,,8963,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Ex,SBrkr,1175,1540,2715,0,3,1,4,Gd,11,2,TA,BuiltIn,1994.0,Fin,2,831,TA,Y,0,204,0,0,,7,2008,WD,Normal,299800
746,747,60,RL,,8795,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Ex,SBrkr,980,1276,2256,0,2,1,4,Gd,8,1,TA,BuiltIn,2000.0,Fin,2,554,TA,Y,224,54,0,0,,4,2009,WD,Normal,236000
747,748,70,RM,65.0,11700,IR1,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,TA,SBrkr,1320,1320,2640,0,1,1,4,Gd,8,1,Gd,Detchd,1950.0,Unf,4,864,TA,N,181,0,386,0,,5,2009,WD,Normal,265979
748,749,20,RL,59.0,10593,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Ex,SBrkr,1720,0,1720,1,2,0,3,Gd,7,1,TA,Attchd,1996.0,Fin,2,527,TA,Y,240,56,154,0,,3,2010,WD,Normal,260400
749,750,50,RL,50.0,8405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,Slab,,,,,0,,0,0,0,TA,FuseF,1088,441,1529,0,2,0,4,TA,9,0,,Detchd,1945.0,Unf,1,240,TA,N,92,0,185,0,,4,2009,WD,Normal,98000
750,751,50,RM,55.0,8800,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,Gd,SBrkr,792,348,1140,0,1,0,3,TA,7,0,,,,,0,0,,N,0,160,0,0,,6,2010,WD,Normal,96500
751,752,60,RL,,7750,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,Ex,SBrkr,660,660,1320,0,2,1,3,Gd,6,0,,Attchd,2003.0,Fin,2,400,TA,Y,0,48,0,0,,8,2007,WD,Normal,162000
752,753,20,RL,79.0,9236,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Ex,SBrkr,1494,0,1494,1,2,0,3,Gd,6,0,,Attchd,1997.0,RFn,2,576,TA,Y,168,27,0,0,,7,2006,WD,Normal,217000
753,754,60,RL,80.0,10240,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Gd,SBrkr,1038,1060,2098,0,2,1,3,Ex,8,1,Gd,Attchd,2005.0,RFn,3,878,TA,Y,192,52,0,0,,3,2006,WD,Normal,275500
754,755,20,RL,61.0,7930,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,Gd,SBrkr,1026,0,1026,1,1,0,3,Gd,5,0,,Detchd,1969.0,RFn,2,440,TA,Y,171,48,0,0,,7,2009,WD,Normal,156000
755,756,160,FV,34.0,3230,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,Gd,SBrkr,742,729,1471,0,2,1,3,TA,6,0,,Detchd,1999.0,Unf,2,440,TA,Y,0,24,0,0,,3,2009,WD,Normal,172500
756,757,60,RL,68.0,10769,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,Ex,SBrkr,866,902,1768,0,2,1,3,Gd,7,0,,Attchd,2007.0,RFn,2,578,TA,Y,144,105,0,0,,4,2009,WD,Normal,212000
757,758,60,RL,,11616,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,TA,SBrkr,672,714,1386,0,2,1,3,TA,6,1,TA,Attchd,1978.0,Fin,2,440,TA,Y,335,0,0,0,GdPrv,4,2010,WD,Abnorml,158900
758,759,160,FV,24.0,2280,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,Gd,SBrkr,757,744,1501,0,2,1,3,TA,6,0,,Detchd,1999.0,Unf,2,440,TA,Y,0,0,0,0,,8,2008,WD,Normal,179400
759,760,60,RL,65.0,12257,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Ex,SBrkr,1328,1203,2531,0,2,1,4,Gd,9,1,TA,Attchd,1995.0,RFn,3,752,TA,Y,222,98,0,0,,11,2007,WD,Normal,290000
760,761,20,RL,70.0,9100,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,Ex,SBrkr,864,0,864,0,1,0,2,TA,5,0,,Detchd,2008.0,Unf,1,300,Ex,Y,0,0,0,0,,10,2009,WD,Normal,127500
761,762,30,RM,60.0,6911,Reg,Lvl,FR2,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,TA,SBrkr,1301,0,1301,0,1,0,2,Fa,5,0,,Detchd,1965.0,Unf,2,440,TA,Y,0,0,0,0,,10,2009,WD,Normal,100000
762,763,60,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Ex,SBrkr,764,783,1547,0,2,1,3,Gd,7,0,,Attchd,2009.0,Unf,2,614,TA,Y,169,45,0,0,,6,2010,Con,Normal,215200
763,764,60,RL,82.0,9430,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Ex,SBrkr,1268,1097,2365,1,2,1,3,Gd,8,1,Gd,Attchd,1999.0,RFn,3,856,TA,Y,0,128,0,180,,7,2009,WD,Normal,337000
764,765,120,RL,30.0,9549,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,SBrkr,1494,0,1494,1,1,1,2,Ex,6,1,Gd,Attchd,1995.0,Fin,2,481,TA,Y,0,30,0,216,,4,2006,WD,Normal,270000
765,766,20,RL,75.0,14587,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Ex,SBrkr,1506,0,1506,0,2,0,2,Ex,6,1,Gd,Attchd,2008.0,Fin,2,592,TA,Y,0,174,0,0,,8,2008,New,Partial,264132
766,767,60,RL,80.0,10421,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,SBrkr,980,734,1714,0,2,1,3,TA,7,1,TA,Attchd,1988.0,Unf,2,496,TA,Y,228,66,156,0,MnPrv,3,2010,WD,Normal,196500
767,768,50,RL,75.0,12508,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Ex,SBrkr,983,767,1750,1,2,0,4,TA,7,0,,Attchd,1989.0,Unf,1,423,TA,Y,245,0,156,0,,7,2008,WD,Normal,160000
768,769,20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Ex,SBrkr,1836,0,1836,0,2,0,3,Gd,8,1,Gd,Attchd,2004.0,Fin,2,484,TA,Y,120,33,0,0,,10,2006,WD,Normal,216837
769,770,60,RL,47.0,53504,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Ex,SBrkr,1690,1589,3279,1,3,1,4,Ex,12,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,Y,503,36,0,210,,6,2010,WD,Normal,538000
770,771,85,RL,,7252,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,TA,SBrkr,858,0,858,1,1,0,2,TA,5,0,,Detchd,1983.0,Unf,2,576,TA,Y,120,0,0,0,,4,2009,WD,Normal,134900
771,772,20,RL,67.0,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,TA,FuseF,1220,0,1220,0,1,0,2,TA,6,0,,Detchd,1951.0,Unf,2,396,TA,Y,0,0,0,0,,4,2006,COD,Normal,102000
772,773,80,RL,94.0,7819,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,TA,SBrkr,1117,0,1117,1,1,0,3,TA,6,1,TA,Detchd,1976.0,Unf,2,672,TA,Y,144,0,0,0,MnPrv,3,2010,WD,Abnorml,107000
773,774,20,RL,70.0,10150,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Ex,FuseA,912,0,912,0,1,0,2,TA,5,0,,Attchd,1958.0,RFn,1,275,TA,Y,0,0,0,0,,7,2007,COD,Normal,114500
774,775,20,RL,110.0,14226,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gd,SBrkr,1973,0,1973,0,2,0,3,Gd,9,1,Gd,Attchd,2006.0,Fin,3,895,TA,Y,315,45,0,0,,7,2007,New,Partial,395000
775,776,120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Ex,SBrkr,1204,0,1204,1,2,0,2,TA,5,0,,Attchd,1998.0,Fin,2,412,TA,Y,0,247,0,0,,6,2009,WD,Normal,162000
776,777,20,RL,86.0,11210,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Ex,SBrkr,1614,0,1614,0,2,0,3,Gd,7,0,,Attchd,2005.0,RFn,3,865,TA,Y,144,59,0,0,,7,2006,New,Partial,221500
777,778,20,RL,100.0,13350,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,TA,SBrkr,894,0,894,1,1,0,3,TA,5,1,Fa,Attchd,1974.0,Unf,2,440,TA,Y,241,0,0,0,MnPrv,6,2006,WD,Normal,142500
778,779,90,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0,,0,0,0,TA,SBrkr,2020,0,2020,0,2,0,4,TA,10,2,TA,Detchd,1977.0,Unf,2,630,TA,Y,0,0,0,0,,10,2007,WD,Normal,144000
779,780,90,RL,78.0,10530,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,TA,SBrkr,1004,0,1004,1,1,0,2,TA,4,0,,Attchd,1977.0,Unf,2,504,TA,Y,0,0,0,0,,5,2006,WD,Normal,135000
780,781,20,RL,63.0,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Gd,SBrkr,1253,0,1253,0,2,0,3,TA,6,1,TA,Attchd,1995.0,Fin,2,402,TA,Y,220,21,0,0,,6,2007,WD,Normal,176000
781,782,60,RL,65.0,7153,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,Ex,SBrkr,810,793,1603,0,2,1,3,Gd,7,0,,Attchd,1992.0,RFn,2,484,TA,Y,0,124,0,0,,7,2006,WD,Normal,175900
782,783,20,RL,67.0,16285,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Ex,SBrkr,1430,0,1430,0,2,0,3,Gd,6,0,,Attchd,2001.0,RFn,2,605,TA,Y,0,33,0,0,,6,2009,WD,Normal,187100
783,784,85,RL,,9101,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Ex,SBrkr,1110,0,1110,1,1,0,1,Gd,4,1,TA,Attchd,1978.0,Fin,2,602,TA,Y,303,30,0,0,,7,2009,WD,Normal,165500
784,785,75,RM,35.0,6300,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,Ex,SBrkr,742,742,1484,0,2,0,3,TA,9,1,Gd,,,,0,0,,Y,0,291,134,0,,6,2008,WD,Normal,128000
785,786,20,RL,,9790,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,TA,SBrkr,1342,0,1342,0,2,0,3,TA,7,1,Gd,Attchd,1967.0,Unf,2,457,TA,Y,0,0,0,197,,9,2009,WD,Normal,161500
786,787,50,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,TA,SBrkr,966,686,1652,1,2,0,4,TA,7,0,,Detchd,1961.0,Unf,1,416,TA,Y,0,0,196,0,,6,2010,WD,Normal,139000
787,788,60,RL,76.0,10142,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,Ex,SBrkr,956,1128,2084,1,2,1,4,Gd,8,0,,BuiltIn,2004.0,RFn,2,618,TA,Y,0,45,0,0,,1,2010,WD,Normal,233000
788,789,20,RM,50.0,6000,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,Ex,SBrkr,901,0,901,0,1,0,2,TA,4,0,,Detchd,1954.0,Unf,1,281,Fa,Y,0,0,0,0,,8,2008,WD,Normal,107900
789,790,60,RL,,12205,IR1,Low,Inside,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Gd,SBrkr,976,1111,2087,0,2,1,5,Gd,9,0,,Attchd,1966.0,Fin,2,444,TA,Y,133,168,0,0,,7,2007,WD,Normal,187500
790,791,120,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Ex,SBrkr,1145,0,1145,0,2,0,2,Gd,5,1,Gd,Attchd,2005.0,Fin,2,397,TA,Y,100,16,0,0,,9,2009,WD,Normal,160200
791,792,80,RL,,11333,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,TA,SBrkr,1062,0,1062,1,1,0,3,TA,5,2,TA,Attchd,1976.0,RFn,2,539,TA,Y,120,0,0,0,,5,2007,WD,Normal,146800
792,793,60,RL,92.0,9920,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Ex,SBrkr,1127,886,2013,1,2,1,3,TA,8,1,TA,Attchd,1997.0,Unf,2,455,TA,Y,180,130,0,0,,6,2007,WD,Normal,269790
793,794,20,RL,76.0,9158,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Ex,SBrkr,1496,0,1496,0,2,0,3,Gd,7,0,,Attchd,2007.0,Fin,2,474,TA,Y,168,130,0,0,,6,2007,New,Partial,225000
794,795,60,RL,,10832,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,Ex,SBrkr,1086,809,1895,0,2,1,3,Gd,7,1,TA,Attchd,1994.0,Fin,2,409,TA,Y,143,46,0,0,,10,2008,WD,Normal,194500
795,796,60,RL,70.0,8400,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,TA,SBrkr,888,676,1564,0,2,1,3,TA,7,1,TA,Attchd,1980.0,Unf,2,476,TA,Y,0,50,0,204,MnPrv,4,2010,WD,Normal,171000
796,797,20,RL,71.0,8197,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,Ex,SBrkr,1285,0,1285,0,1,1,3,TA,7,1,TA,Attchd,1977.0,RFn,2,528,TA,Y,138,0,0,0,MnPrv,4,2007,WD,Normal,143500
797,798,20,RL,57.0,7677,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,Gd,SBrkr,773,0,773,0,1,0,2,TA,4,0,,Attchd,1953.0,Unf,1,240,TA,Y,0,0,0,0,,4,2008,WD,Abnorml,110000
798,799,60,RL,104.0,13518,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,Ex,SBrkr,1966,1174,3140,0,3,1,4,Ex,11,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,Y,144,78,0,0,,7,2009,New,Partial,485000
799,800,50,RL,60.0,7200,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,Ex,SBrkr,981,787,1768,1,1,1,3,Gd,7,2,TA,Detchd,1939.0,Unf,1,240,TA,Y,0,0,264,0,MnPrv,6,2007,WD,Normal,175000
